# ACT 1
## SCENE 1
Crasy
Jeremy
Sarpego
Pyannet
Toby
Ticket
Lady Ticket
Sneakup
Rufflit
Josina
Bridget
## SCENE 2
Ticket
Rufflit
Toby
Sarpego
Linsy-Wolsey
Crasy
Ticket
Jeremy
# ACT 2
## SCENE 1
Sarpego
Toby
Crasy
## SCENE 2
Josina
Bridget
Crasy
Crack
## SCENE 3
Ticket
Rufflit
Linsy-Wolsey
Toby
Crack
# ACT 3
## SCENE 1
Isabel
Joan
Jeremy
Crasy
Linsy-Wolsey
Sarpego
Rufflit
Ticket
Toby
Pyannet
Josina
Crack
## SCENE 2
Sarpego
Bridget
Pyannet
Sneakup
Crasy
## SCENE 3
Crasy
Jeremy
Crack
Linsy-Wolsey
## SCENE 4
Sarpego
Crasy
Sneakup
Toby
Ticket
Rufflit
# ACT 4
## SCENE 1
Crasy
Crack
Bridget
Sarpego
Josina
Pyannet
Ticket
Rufflit
## SCENE 2
Lady Ticket
Toby
Sneakup
Pyannet
Sarpego
## SCENE 3
Josina
Crasy
## SCENE 4
Linsy-Wolsey
Crack
Servant within
# ACT 5
## SCENE 1
Jeremy
Pyannet
Toby
Crasy
Rufflit
Josina
Bridget
Ticket
Sarpego
Sneakup
Linsy-Wolsey
Crack
Jeremy
